Cargo ID,Purchase Contract,Load Port,Max Load Volume (M3),Load Date,Discharge Name,Discharge Port,Discharge Date,Vessel Assignment,Sales Contract,Reposition Port,Reposition Date,Laden Canal,Ballast Canal,Buy %,Buy Index,Buy C,Buy Price,Sell %,Sell Index,Sell C,Sell Price,Expected Discharge Quantity,Load Region,Discharge Region,Load Deal Status,Discharge Deal Status,Laden Speed,Ballast Speed,Category,Load Notes,Discharge Notes
OMAN FOB SPA-104,Oman FOB,Qalhat LNG Terminal,152000.0,2024-06-22,Exxon SPA-38,Cochin,2024-07-14,British Mentor,Exxon SPA,Qalhat LNG Terminal,2024-07-21,No,No,0.1151,"DB (3,1,1)-1",0.0,8.03,0.1182,"DB (3,1,1)-1",0.0,8.2192,3542274.4633239997,India & Middle-East,India & Middle-East,Confirmed,Confirmed,2.5396825396825395,9.696969696969697,,,
Naturgy Atlantic FOB strip 21-24-28,Naturgy Atlantic FOB,Point Fortin,130383.0,2024-06-23,Naturgy Trin FOB Sale 21-24-16,Point Fortin,2024-06-23,Ex Ship,Spot Index,Map Ta Phut,2024-06-27,,,1.0,Naturgy FOB Trinidad,0.0,5.862,1.0,TTF ICIS Heren Front Month Average,-0.9,6.83,2916667.0,South America,South America,Confirmed,Confirmed,-0.0,0.0,,"Initial Titan wiring: Naturgy Trin FOB Sale 21-24-16 Titan Contract: Naturgy Atlantic FOB strip 21-24 Titan Index: Naturgy FOB Trinidad, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0","Initial Titan wiring: Naturgy Atlantic FOB strip 21-24-28 Titan Contract: Naturgy Trin FOB Sale 21-24 Titan Index: TTF ICE FMA (USD - ECB FX), Titan Constant: USD/MMBtu -0.9, Titan Multiplier: 1.0"
Freeport -281,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-06-23,PTT-SPA-2018-102,Map Ta Phut,2024-07-27,Kinisis,PTT,Ras Laffan (Rich),2024-08-08,No,No,1.0,Freeport Contract,0.0,3.4259,1.0,PTT Index,0.0,9.09,3604140.0146620004,North America,South East Asia,Confirmed,Confirmed,17.834615384615386,17.5,,,
Coral SPA-17,Coral Base Cargo,Pemba,168350.0,2024-06-25,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
PTT-SPA-2018-101,TAC Pacific Purchase,Map Ta Phut,,2024-06-27,PTT-SPA-2018-101,Map Ta Phut,2024-06-27,Ex Ship,PTT,"Freeport LNG Terminal, Texas, U.S.A.",2024-06-30,,,1.0,TAC Pacific,0.0,8.497,1.0,PTT Index,0.0,9.1152,3200000.0,South East Asia,South East Asia,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
VG1-28,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-06-29,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Freeport -282,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",155113.0,2024-06-30,CNOOC FOB 2019-2039-11,"Freeport LNG Terminal, Texas, U.S.A.",2024-06-30,Ex Ship,CNOOC 2019-2039 FOB,Krk Island,2024-07-04,,,1.0,Freeport Contract,0.0,3.4259,1.0,CNOOC FOB SPA,0.0,7.06,3468900.0,North America,North America,Confirmed,Confirmed,-0.0,0.0,,,
T4-333,T4 TRINIDAD,Point Fortin,170000.0,2024-07-02,BPGM IoG-170,Isle of Grain Gas Terminal,2024-07-21,British Sponsor,Isle of Grain,Point Fortin,2024-08-02,No,No,,[Multi Load],,3.4818150000000005,1.0,NBP Final Settled,0.0,7.63,3726955.871665,South America,European Union,Confirmed,Confirmed,9.469907407407407,15.390151515151516,Equity pointed to backfillable sales,,
PPD Mid Term 2020-31,TAC Atlantic Purchase,Krk Island,,2024-07-04,PPD Mid Term 2020-31,Krk Island,2024-07-04,Ex Ship,PPD Mid Term 2020,Guangdong LNG Terminal,2024-07-05,,,1.0,TAC Atlantic,0.0,7.579,0.0,TTF ICIS Heren Front Month Average (EUR),-0.13,6.4,3300000.0,European Union,European Union,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Atlantic,,
BPCHC SZG 2023-2032-06,TAC Pacific Purchase,Guangdong LNG Terminal,,2024-07-05,BPCHC SZG 2023-2032-06,Guangdong LNG Terminal,2024-07-05,Ex Ship,Spot Index,Joetsu,2024-07-05,,,1.0,TAC Pacific,0.0,8.429,1.0,BPCHC SZG 2023-2032,0.0,7.973,2900000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,-0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC BPCHC SZG 2023-2032-06, Port: Guangdong LNG Terminal Titan Contract: BPCHC SZG 2023-2032 Titan Index: BPCHC SZG 2023-2032, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0"
JERA (Chubu)-BPS SPA-58,TAC Pacific Purchase,Joetsu,,2024-07-05,JERA (Chubu)-BPS SPA-58,Joetsu,2024-07-05,Ex Ship,Chubu - NBP,Tianjin Lingang,2024-07-13,,,1.0,TAC Pacific,0.0,8.429,1.0,NBP Front Month Average,2.5,10.129,3300000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Qatargas 2022-2026-36,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2024-07-05,JERA (TEPCO)-BPS SPA-105,Futtsu,2024-07-24,Charter Vessel (TFDE-165),TEPCO 2 (Apr '19 +) Rich,Withnell Bay,2024-07-26,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0.0,6.97,1.0,TEPCO - Combined Rich & Lean,0.0,10.5,3528504.415156,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,15.192129629629628,155.66666666666666,,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1011",
Oman 2022-2025-22,Oman 2022-2025,Qalhat LNG Terminal,168500.0,2024-07-06,,,,,,,,,,,,,,,,,,,India & Middle-East,,Unconfirmed,,,,Unconfirmed,,
Coral SPA-18,Coral Base Cargo,Pemba,168350.0,2024-07-06,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Freeport -283,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-07-06,TAC Freeport -283,TAC Europe,2024-07-22,British Partner,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-08-05,No,No,1.0,Freeport Contract,0.0,3.4822,1.0,TAC Europe,0.0,7.529,3678588.5273510003,North America,European Union,Confirmed,Notional,14.629310344827587,16.317307692307693,Longs against TAC Europe,,
Tangguh SPA-51,Tangguh SPA,Tangguh,157428.0,2024-07-09,JERA (TEPCO)-BPS SPA-103,Futtsu,2024-08-16,British Achiever,TEPCO 2 (Apr '19 +) Lean,"Freeport LNG Terminal, Texas, U.S.A.",2024-09-10,No,P,0.1233,"JCC (3,3,1)",0.0,8.77,1.0,TEPCO - Combined Rich & Lean,0.0,10.52,3388586.1870580004,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,2.9504504504504503,16.213541666666668,,,
Freeport -284,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-07-12,Pavilion DES 2024-2033-08,Singapore,2024-08-15,British Listener,Pavilion DES 2024-2033,Point Fortin,2024-09-16,No,No,1.0,Freeport Contract,0.0,3.4822,0.0,Pavilion DES 2024-2033,0.0,7.81,3569086.817335,North America,South East Asia,Confirmed,Confirmed,16.862820512820512,14.798387096774194,,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.4"
Petronas DES 2020-2024-28,Petronas DES 2020-2024,Tianjin Lingang,,2024-07-13,CNOOC 2019-2039-82,Tianjin Lingang,2024-07-13,Ex Ship,CNOOC 2019-2039,"Freeport LNG Terminal, Texas, U.S.A.",2024-08-11,,,0.1203,"ICE Brent Frontline (3,1,1)",0.0,8.34,0.0,CNOOC DES,0.0,9.41,3400000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Confirmed,Confirmed,-0.0,0.0,,"JKTC discharge option.   Japan/Taiwan GHV 1040-1150, Korea/China GHV 1000-1140.   Narrowed by Petronas at ADP to specific value (+-5%) within the following ranges - Non US cargoes: 3.30 - 3.55Tbtu, US cargoes: 3.70 - 3.80Tbtu",
VG1-29,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-07-13,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Coral SPA-19,Coral Base Cargo,Pemba,168350.0,2024-07-17,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
T4-416,T4 TRINIDAD,Point Fortin,170000.0,2024-07-17,BPGM IoG-236,Isle of Grain Gas Terminal,2024-08-03,Patris,Isle of Grain,"Freeport LNG Terminal, Texas, U.S.A.",2024-08-17,No,No,,[Multi Load],,3.5791,1.0,NBP Final Settled,0.0,7.74,3711930.239508,South America,European Union,Confirmed,Confirmed,10.653645833333334,16.192307692307693,Equity pointed to backfillable sales,,
Freeport -285,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-07-18,TAC Freeport -285,TAC Europe,2024-08-03,Charter Vessel (MEGI-PRS),TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-07-24,No,No,1.0,Freeport Contract,0.0,3.4822,1.0,TAC Europe,0.0,7.5,3671756.2902389998,North America,European Union,Confirmed,Notional,14.629310344827587,-19.28409090909091,Longs against TAC Europe,,
OMAN FOB SPA-105,Oman FOB,Qalhat LNG Terminal,152000.0,2024-07-21,Exxon SPA-39,Cochin,2024-08-08,British Mentor,Exxon SPA,"Freeport LNG Terminal, Texas, U.S.A.",2024-09-04,No,No,0.1151,"DB (3,1,1)-1",0.0,8.0,0.1182,"DB (3,1,1)-1",0.0,8.196,3484228.709576,India & Middle-East,India & Middle-East,Confirmed,Confirmed,3.1372549019607843,19.452614379084967,,,
Freeport -395,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-07-24,Uniper Strip 2023-2024-13,Rotterdam,2024-08-10,Charter Vessel (MEGI-PRS),Uniper Strip 2023-2024,Point Fortin,2024-08-17,No,No,1.0,Freeport Contract,0.0,3.4822,0.0997,"ICE Brent Frontline (3,1,1)",0.0,6.889999999999999,3668322.750639,North America,European Union,Confirmed,Confirmed,13.685483870967742,31.075757575757578,,,"Initial Titan wiring: TAC Uniper Strip 2023-2024-08, Port:  Titan Contract: Uniper Strip 2023-2024 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.0999"
Tangguh SPA-52,Tangguh SPA,Tangguh,176940.0,2024-07-25,TAC Tangguh SPA-52,TAC Pacific,2024-08-06,Charter Vessel (DFDE-155),TAC Pacific Sale,Bintulu LNG Terminal,2024-08-15,No,No,0.1233,"JCC (3,3,1)",0.0,8.77,1.0,TAC Pacific,0.0,8.41,3448079.2848660005,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Notional,11.390151515151516,13.026041666666666,Longs against TAC Pacific,,
NWS Equity -55,NWS Equity 2H,Withnell Bay,160000.0,2024-07-26,CNOOC 2019-2039-81,Tianjin Lingang,2024-08-07,Charter Vessel (TFDE-165),CNOOC 2019-2039,Point Fortin,2024-07-26,No,No,0.0,NWS equity (1 July 2016 -),0.0,7.39,0.0,CNOOC DES,0.0,9.47,3705320.400122,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,15.42063492063492,-41.175595238095234,,,
Naturgy Atlantic FOB strip 21-24-29,Naturgy Atlantic FOB,Point Fortin,150000.0,2024-07-26,TAC Naturgy Atlantic FOB strip 21-24-29,TAC Europe,2024-08-08,Charter Vessel (TFDE-165),TAC Europe Sale,Tangguh,2024-08-11,No,No,1.0,Naturgy FOB Trinidad,0.0,5.884,1.0,TAC Europe,0.0,7.5,3239694.8581169997,South America,European Union,Confirmed,Notional,14.243055555555555,269.0208333333333,Longs against TAC Europe,"Initial Titan wiring: TAC Naturgy Atlantic FOB strip 21-24-29, Port: TAC Europe Titan Contract: Naturgy Atlantic FOB strip 21-24 Titan Index: Naturgy FOB Trinidad, Titan Constant: USD/MMBtu null, Titan Multiplier: 1.0",
VG1-30,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-07-26,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Coral SPA-20,Coral Base Cargo,Pemba,168350.0,2024-07-28,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Freeport -287,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-07-30,Glencore Orsted Novation-24,Rotterdam,2024-08-15,British Contributor,Orsted DES 2020-2025 (DB6),"Freeport LNG Terminal, Texas, U.S.A.",2024-08-28,No,No,1.0,Freeport Contract,0.0,3.4822,0.0,"10.6% DB611 (Tier 1 3.23Tbtu), TTF FS +0.04 (Tier 2)",0.0,7.42,3677571.7957599997,North America,European Union,Confirmed,Confirmed,14.629310344827587,18.445652173913043,,,"3.5Tbtu (3.4-3.6 +/-5% at Seller option).   Term: Oct 20 - Sep 25, 6 cargoes pa.   Cargoes in first contract year: 16-18 Oct 2020 / 15-17 Dec 2020 / Feb 21 / Apr 21 / Jun 21 / Aug 21; Cargoes in second contract year: Rateable starting Oct 21.   Ice TTF FS + 0.035 first three Contract Years (up to Sep 23);   10.60% DB6 for the first 3.23 Tbtu on cargoes from (including) October 23 - Sep 25 (Any quantity deliver above 3.23Tbtu will be at Ice TTF + 0.04).   Any GHV accepted."
T4-417,T4 TRINIDAD,Point Fortin,170000.0,2024-08-02,BPGM IoG-237,Isle of Grain Gas Terminal,2024-08-17,British Sponsor,Isle of Grain,Point Fortin,2024-09-01,No,No,,[Multi Load],,3.5582090000000006,1.0,NBP Final Settled,0.0,7.74,3723768.022517,South America,European Union,Confirmed,Confirmed,12.175595238095239,12.092261904761905,Equity pointed to backfillable sales,,
Freeport -288,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-08-05,Kansai-BPS SPA 1-56,Sakai LNG,2024-09-08,British Partner,Kansai,"Freeport LNG Terminal, Texas, U.S.A.",2024-10-04,P,P,1.0,Freeport Contract,0.0,3.5029,1.1,HH Final Settled,7.0,10.35,3583964.868875,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,12.311538461538461,16.3656462585034,,,
OMAN FOB SPA-106,Oman FOB,Qalhat LNG Terminal,152000.0,2024-08-05,CNOOC 2019-2039-83,Tianjin Lingang,2024-08-28,Sean Spirit,CNOOC 2019-2039,Qalhat LNG Terminal,2024-09-17,No,No,0.1151,"DB (3,1,1)-1",0.0,7.98,0.0,CNOOC DES,0.0,9.47,3462960.6790519995,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,11.308712121212123,13.789351851851853,,,
Coral SPA-21,Coral Base Cargo,Pemba,168350.0,2024-08-08,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Qatargas 2022-2026-37,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2024-08-08,JERA (TEPCO)-BPS SPA-106,Futtsu,2024-09-04,Kinisis,TEPCO 2 (Apr '19 +) Rich,Tangguh,2024-09-13,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0.0,6.95,1.0,TEPCO - Combined Rich & Lean,0.0,10.52,3600825.761606,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,10.517628205128206,13.671875,,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1012",
VG1-31,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-08-09,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Freeport -289,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",155000.0,2024-08-11,Pavilion FOB-13,"Freeport LNG Terminal, Texas, U.S.A.",2024-08-11,Ex Ship,Pavilion SPA FOB,Sakai LNG,2024-08-14,,,1.0,Freeport Contract,0.0,3.5029000000000003,1.0,Pavilion FOB,0.0,7.09,3468900.0,North America,North America,Confirmed,Confirmed,-0.0,0.0,,,
Tangguh SPA-53,Tangguh SPA,Tangguh,157428.0,2024-08-11,Pavilion DES 2024-2033-09,Singapore,2024-09-15,Charter Vessel (TFDE-165),Pavilion DES 2024-2033,Qalhat LNG Terminal,2024-08-19,No,S,0.1233,"JCC (3,3,1)",0.0,8.75,0.0,Pavilion DES 2024-2033,0.0,7.855,3349058.146245,South East Asia,South East Asia,Confirmed,Confirmed,2.5575980392156863,,,,"Initial Titan wiring: TAC Pavilion DES 2024-2033-04, Port:  Titan Contract: Pavilion DES 2024-2033 Titan Index: Pavilion DES 2024-2033, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.5"
Kansai-BPS SPA 2-64,TAC Pacific Purchase,Sakai LNG,,2024-08-14,Kansai-BPS SPA 2-64,Sakai LNG,2024-08-14,Ex Ship,Kansai II Alternating Marketing,Krk Island,2024-08-19,,,1.0,TAC Pacific,0.0,8.41,0.0,Kansai SPAII: Alternating Marketing Cargo (50%HHP + 50% TAC Pacific),0.0,9.3,3300000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,
Petronas FOB 2020-2024-10,Petronas FOB 2020-2024,Bintulu LNG Terminal,153320.0,2024-08-15,PTT-SPA-2018-104,Map Ta Phut,2024-08-24,Charter Vessel (DFDE-155),PTT,Tangguh,2024-09-30,No,No,0.0,FOB Petronas 5-year term,0.0,7.63,1.0,PTT Index,0.0,9.065,3441246.0438980004,South East Asia,South East Asia,Confirmed,Confirmed,5.104166666666667,2.977699530516432,,"Load Malaysia: Bintulu, Sarawak, Any floating LNG in Malaysia, Pengerang Regas Terminal.   Narrowed by BP at ADP to specific value (+-5%) within the following ranges:  Bintulu source 3.2 - 3.6Tbtu or 3.2 - 4.0Tbtu if Bintulu accepts a vessel > 156km3,  Malaysian FLNG source: 3.2 - 3.6Tbtu, Pengerang (RGT) source: 3.2 - 4.0Tbtu.    Price: 11.04% Ice Brent Frontline(3,1,1) for <160km3 cargoes loading from Bintulu; 11.24% Ice Brent Frontline(3,1,1) for any other source or volume.",
Freeport -286,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-08-17,TAC Freeport -286,TAC Europe,2024-09-02,Patris,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-09-15,No,No,1.0,Freeport Contract,0.0,3.5029,1.0,TAC Europe,0.0,7.564,3673583.586866,North America,European Union,Confirmed,Notional,14.629310344827587,17.677083333333332,Longs against TAC Europe,,
T4-418,T4 TRINIDAD,Point Fortin,170000.0,2024-08-17,BPGM IoG-238,Isle of Grain Gas Terminal,2024-08-30,Charter Vessel (MEGI-PRS),Isle of Grain,"Freeport LNG Terminal, Texas, U.S.A.",2024-09-22,No,No,,[Multi Load],,3.625675,1.0,NBP Final Settled,0.0,7.74,3730020.380923,South America,European Union,Confirmed,Confirmed,14.204861111111112,9.568181818181818,Equity pointed to backfillable sales,,
Oman 2022-2025-23,Oman 2022-2025,Qalhat LNG Terminal,170000.0,2024-08-19,Exxon SPA-40,Cochin,2024-09-02,Charter Vessel (TFDE-165),Exxon SPA,Tangguh,2024-08-27,No,No,,,,,0.1182,"DB (3,1,1)-1",0.0,8.172,3500000.0,India & Middle-East,India & Middle-East,Confirmed,Confirmed,4.102564102564103,-21.51111111111111,,,
PPD Mid Term 2020-32,TAC Atlantic Purchase,Krk Island,,2024-08-19,PPD Mid Term 2020-32,Krk Island,2024-08-19,Ex Ship,PPD Mid Term 2020,"Freeport LNG Terminal, Texas, U.S.A.",2024-08-23,,,1.0,TAC Atlantic,0.0,7.55,0.0,TTF ICIS Heren Front Month Average (EUR),-0.13,6.36,3300000.0,European Union,European Union,Notional,Confirmed,-0.0,0.0,Shorts against TAC Atlantic,,
Coral SPA-22,Coral Base Cargo,Pemba,168350.0,2024-08-19,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
VG1-32,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-08-22,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Freeport -458,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",155113.0,2024-08-23,CNOOC FOB 2019-2039-12,"Freeport LNG Terminal, Texas, U.S.A.",2024-08-23,Ex Ship,CNOOC 2019-2039 FOB,Guangdong LNG Terminal,2024-08-25,,,1.0,Freeport Contract,0.0,3.5029000000000003,1.0,CNOOC FOB SPA,0.0,7.14,3468900.0,North America,North America,Confirmed,Confirmed,-0.0,0.0,,,
GZG SPA 2022-2034-23,TAC Pacific Purchase,Guangdong LNG Terminal,,2024-08-25,GZG SPA 2022-2034-23,Guangdong LNG Terminal,2024-08-25,Ex Ship,GZG DES 2022-2034,Joetsu,2024-09-15,,,1.0,TAC Pacific,0.0,8.41,1.0,GZG DES 2022-2034,0.0,7.535,3350000.0,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,Notional,Confirmed,-0.0,0.0,Shorts against TAC Pacific,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.1"
Tangguh SPA-54,Tangguh SPA,Tangguh,157428.0,2024-08-27,Pavilion SPA DES-08,Singapore,2024-09-14,Charter Vessel (TFDE-165),Pavilion SPA DES,Ras Laffan (Rich),2024-09-01,No,No,0.1233,"JCC (3,3,1)",0.0,8.75,1.0,Pavilion DES,0.0,10.04,3435311.896245,South East Asia,South East Asia,Confirmed,Confirmed,5.115196078431373,-10.87202380952381,,,
Freeport -291,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-08-28,PTT-SPA-2018-105,Map Ta Phut,2024-09-30,British Contributor,PTT,Qalhat LNG Terminal,2024-10-17,No,No,1.0,Freeport Contract,0.0,3.5029,1.0,PTT Index,0.0,9.0402,3601266.6514089997,North America,South East Asia,Confirmed,Confirmed,18.40079365079365,10.448924731182796,,,
Celsius hn2584 Charter out,Charter Out,Inchon - Soraepogu LNG Terminal,,2024-08-30,,Tokyo,2029-05-30,Celsius hn2584,Charter Out,Inchon - Soraepogu LNG Terminal,2024-08-30,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,,,0.0,-0.0,,,
Fixed Celsius hn2584 Aug-24,Charter In,Inchon - Soraepogu LNG Terminal,,2024-08-30,,Inchon - Soraepogu LNG Terminal,2024-08-30,Celsius hn2584,Charter In,Tokyo,2029-05-30,,,,,,,,,,,,Japan / Korea / China / Taiwan,Japan / Korea / China / Taiwan,,,-0.0,0.0,,,
Coral SPA-23,Coral Base Cargo,Pemba,168350.0,2024-08-30,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
T4-419,T4 TRINIDAD,Point Fortin,170000.0,2024-09-01,BPGM IoG-239,Isle of Grain Gas Terminal,2024-09-13,British Sponsor,Isle of Grain,"Freeport LNG Terminal, Texas, U.S.A.",2024-09-28,No,No,,[Multi Load],,3.7682900000000004,1.0,NBP Final Settled,0.0,8.0,3732311.699706,South America,European Union,Confirmed,Confirmed,15.496212121212123,15.035714285714285,Equity pointed to backfillable sales,,
Qatargas 2022-2026-38,Qatargas 2022-2026,Ras Laffan (Rich),160444.0,2024-09-01,Kansai-BPS SPA 2-65,Sakai LNG,2024-09-28,Charter Vessel (TFDE-165),Kansai II,Qalhat LNG Terminal,2024-09-03,No,No,0.1005,"ICE Brent Frontline (3,1,1)",0.0,6.93,1.2,HH Final Settled,6.53,10.18,3489616.05142,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,10.198717948717949,-9.182389937106917,,"Initial Titan wiring: TAC Qatargas 2022-2026-30, Port: TAC Pacific Titan Contract: Qatargas 2022-2026 Titan Index: ICE Brent Frontline (3,1,1), Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 0.1013",
OMAN FOB SPA-107,Oman FOB,Qalhat LNG Terminal,152000.0,2024-09-03,CNOOC 2019-2039-84,Tianjin Lingang,2024-09-21,Charter Vessel (TFDE-165),CNOOC 2019-2039,Ras Laffan (Rich),2024-09-20,No,No,0.1151,"DB (3,1,1)-1",0.0,7.96,0.0,CNOOC DES,0.0,9.49,3423384.8635650002,India & Middle-East,Japan / Korea / China / Taiwan,Confirmed,Confirmed,14.634803921568627,-90.06944444444444,,,
Freeport -292,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-09-04,GZG SPA 2022-2034-25,Guangdong LNG Terminal,2024-10-31,British Mentor,GZG DES 2022-2034,,,No,No,1.0,Freeport Contract,0.0,3.5006,1.0,GZG DES 2022-2034,0.0,7.492,3493800.5800480004,North America,Japan / Korea / China / Taiwan,Confirmed,Confirmed,10.966966966966966,,,,"Initial Titan wiring: TAC GZG SPA 2022-2034-22, Port:  Titan Contract: GZG SPA 2022-2034 Titan Index: GZG DES 2022-2034, Titan Constant: USD/MMBtu 0.0, Titan Multiplier: 1.3"
VG1-33,Spot Index,Sabine Pass LNG Terminal,170060.0,2024-09-05,,,,,,,,,,,,,,,,,,,North America,,Unconfirmed,,,,Unconfirmed,Sabine Pass used as proxy until Calcasieu port added + GHV attributed,
Freeport -293,Freeport,"Freeport LNG Terminal, Texas, U.S.A.",168064.0,2024-09-10,TAC Freeport -293,TAC Europe,2024-09-25,British Achiever,TAC Europe Sale,"Freeport LNG Terminal, Texas, U.S.A.",2024-10-10,No,No,1.0,Freeport Contract,0.0,3.5006,1.0,TAC Europe,0.0,7.564,3681727.4660690003,North America,European Union,Confirmed,Notional,15.712962962962962,15.151785714285715,Longs against TAC Europe,,
Coral SPA-24,Coral Base Cargo,Pemba,168350.0,2024-09-10,,,,,,,,,,,,,,,,,,,Eastern Africa,,Unconfirmed,,,,Unconfirmed,,
Tangguh SPA-55,Tangguh SPA,Tangguh,176940.0,2024-09-13,JERA (TEPCO)-BPS SPA-107,Futtsu,2024-09-27,Kinisis,TEPCO 2 (Apr '19 +) Lean,"Freeport LNG Terminal, Texas, U.S.A.",2024-10-22,No,P,0.1233,"JCC (3,3,1)",0.0,8.72,1.0,TEPCO - Combined Rich & Lean,0.0,10.52,3420425.5576,South East Asia,Japan / Korea / China / Taiwan,Confirmed,Confirmed,8.397435897435898,16.213541666666668,,,
